sample,image_file,mask_file,dist_file,outlier
sample_0863,train\crops\sample_0863_crop_warp_outlier.nii.gz,train\crops\sample_0863_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0863_distance_field_crop_warp_outlier.nii.gz,3
sample_0863,train\crops\sample_0863_crop_sphere_outlier_water.nii.gz,train\crops\sample_0863_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0863_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0863,train\crops\sample_0863_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0863_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0863_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0863,train\crops\sample_0863_crop.nii.gz,train\crops\sample_0863_crop_label.nii.gz,train\dist_fields\sample_0863_distance_field_crop.nii.gz,0
sample_0862,train\crops\sample_0862_crop_warp_outlier.nii.gz,train\crops\sample_0862_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0862_distance_field_crop_warp_outlier.nii.gz,3
sample_0862,train\crops\sample_0862_crop_sphere_outlier_water.nii.gz,train\crops\sample_0862_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0862_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0862,train\crops\sample_0862_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0862_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0862_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0862,train\crops\sample_0862_crop.nii.gz,train\crops\sample_0862_crop_label.nii.gz,train\dist_fields\sample_0862_distance_field_crop.nii.gz,0
sample_0858,train\crops\sample_0858_crop_warp_outlier.nii.gz,train\crops\sample_0858_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0858_distance_field_crop_warp_outlier.nii.gz,3
sample_0858,train\crops\sample_0858_crop_sphere_outlier_water.nii.gz,train\crops\sample_0858_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0858_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0858,train\crops\sample_0858_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0858_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0858_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0858,train\crops\sample_0858_crop.nii.gz,train\crops\sample_0858_crop_label.nii.gz,train\dist_fields\sample_0858_distance_field_crop.nii.gz,0
sample_0857,train\crops\sample_0857_crop_warp_outlier.nii.gz,train\crops\sample_0857_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0857_distance_field_crop_warp_outlier.nii.gz,3
sample_0857,train\crops\sample_0857_crop_sphere_outlier_water.nii.gz,train\crops\sample_0857_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0857_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0857,train\crops\sample_0857_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0857_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0857_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0857,train\crops\sample_0857_crop.nii.gz,train\crops\sample_0857_crop_label.nii.gz,train\dist_fields\sample_0857_distance_field_crop.nii.gz,0
sample_0854,train\crops\sample_0854_crop_warp_outlier.nii.gz,train\crops\sample_0854_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0854_distance_field_crop_warp_outlier.nii.gz,3
sample_0854,train\crops\sample_0854_crop_sphere_outlier_water.nii.gz,train\crops\sample_0854_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0854_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0854,train\crops\sample_0854_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0854_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0854_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0854,train\crops\sample_0854_crop.nii.gz,train\crops\sample_0854_crop_label.nii.gz,train\dist_fields\sample_0854_distance_field_crop.nii.gz,0
sample_0853,train\crops\sample_0853_crop_warp_outlier.nii.gz,train\crops\sample_0853_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0853_distance_field_crop_warp_outlier.nii.gz,3
sample_0853,train\crops\sample_0853_crop_sphere_outlier_water.nii.gz,train\crops\sample_0853_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0853_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0853,train\crops\sample_0853_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0853_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0853_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0853,train\crops\sample_0853_crop.nii.gz,train\crops\sample_0853_crop_label.nii.gz,train\dist_fields\sample_0853_distance_field_crop.nii.gz,0
sample_0852,train\crops\sample_0852_crop_warp_outlier.nii.gz,train\crops\sample_0852_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0852_distance_field_crop_warp_outlier.nii.gz,3
sample_0852,train\crops\sample_0852_crop_sphere_outlier_water.nii.gz,train\crops\sample_0852_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0852_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0852,train\crops\sample_0852_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0852_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0852_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0852,train\crops\sample_0852_crop.nii.gz,train\crops\sample_0852_crop_label.nii.gz,train\dist_fields\sample_0852_distance_field_crop.nii.gz,0
sample_0851,train\crops\sample_0851_crop_warp_outlier.nii.gz,train\crops\sample_0851_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0851_distance_field_crop_warp_outlier.nii.gz,3
sample_0851,train\crops\sample_0851_crop_sphere_outlier_water.nii.gz,train\crops\sample_0851_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0851_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0851,train\crops\sample_0851_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0851_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0851_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0851,train\crops\sample_0851_crop.nii.gz,train\crops\sample_0851_crop_label.nii.gz,train\dist_fields\sample_0851_distance_field_crop.nii.gz,0
sample_0850,train\crops\sample_0850_crop_warp_outlier.nii.gz,train\crops\sample_0850_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0850_distance_field_crop_warp_outlier.nii.gz,3
sample_0850,train\crops\sample_0850_crop_sphere_outlier_water.nii.gz,train\crops\sample_0850_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0850_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0850,train\crops\sample_0850_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0850_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0850_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0850,train\crops\sample_0850_crop.nii.gz,train\crops\sample_0850_crop_label.nii.gz,train\dist_fields\sample_0850_distance_field_crop.nii.gz,0
sample_0849,train\crops\sample_0849_crop_warp_outlier.nii.gz,train\crops\sample_0849_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0849_distance_field_crop_warp_outlier.nii.gz,3
sample_0849,train\crops\sample_0849_crop_sphere_outlier_water.nii.gz,train\crops\sample_0849_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0849_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0849,train\crops\sample_0849_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0849_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0849_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0849,train\crops\sample_0849_crop.nii.gz,train\crops\sample_0849_crop_label.nii.gz,train\dist_fields\sample_0849_distance_field_crop.nii.gz,0
sample_0847,train\crops\sample_0847_crop_warp_outlier.nii.gz,train\crops\sample_0847_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0847_distance_field_crop_warp_outlier.nii.gz,3
sample_0847,train\crops\sample_0847_crop_sphere_outlier_water.nii.gz,train\crops\sample_0847_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0847_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0847,train\crops\sample_0847_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0847_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0847_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0847,train\crops\sample_0847_crop.nii.gz,train\crops\sample_0847_crop_label.nii.gz,train\dist_fields\sample_0847_distance_field_crop.nii.gz,0
sample_0846,train\crops\sample_0846_crop_warp_outlier.nii.gz,train\crops\sample_0846_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0846_distance_field_crop_warp_outlier.nii.gz,3
sample_0846,train\crops\sample_0846_crop_sphere_outlier_water.nii.gz,train\crops\sample_0846_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0846_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0846,train\crops\sample_0846_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0846_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0846_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0846,train\crops\sample_0846_crop.nii.gz,train\crops\sample_0846_crop_label.nii.gz,train\dist_fields\sample_0846_distance_field_crop.nii.gz,0
sample_0845,train\crops\sample_0845_crop_warp_outlier.nii.gz,train\crops\sample_0845_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0845_distance_field_crop_warp_outlier.nii.gz,3
sample_0845,train\crops\sample_0845_crop_sphere_outlier_water.nii.gz,train\crops\sample_0845_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0845_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0845,train\crops\sample_0845_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0845_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0845_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0845,train\crops\sample_0845_crop.nii.gz,train\crops\sample_0845_crop_label.nii.gz,train\dist_fields\sample_0845_distance_field_crop.nii.gz,0
sample_0844,train\crops\sample_0844_crop_warp_outlier.nii.gz,train\crops\sample_0844_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0844_distance_field_crop_warp_outlier.nii.gz,3
sample_0844,train\crops\sample_0844_crop_sphere_outlier_water.nii.gz,train\crops\sample_0844_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0844_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0844,train\crops\sample_0844_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0844_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0844_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0844,train\crops\sample_0844_crop.nii.gz,train\crops\sample_0844_crop_label.nii.gz,train\dist_fields\sample_0844_distance_field_crop.nii.gz,0
sample_0843,train\crops\sample_0843_crop_warp_outlier.nii.gz,train\crops\sample_0843_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0843_distance_field_crop_warp_outlier.nii.gz,3
sample_0843,train\crops\sample_0843_crop_sphere_outlier_water.nii.gz,train\crops\sample_0843_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0843_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0843,train\crops\sample_0843_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0843_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0843_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0843,train\crops\sample_0843_crop.nii.gz,train\crops\sample_0843_crop_label.nii.gz,train\dist_fields\sample_0843_distance_field_crop.nii.gz,0
sample_0841,train\crops\sample_0841_crop_warp_outlier.nii.gz,train\crops\sample_0841_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0841_distance_field_crop_warp_outlier.nii.gz,3
sample_0841,train\crops\sample_0841_crop_sphere_outlier_water.nii.gz,train\crops\sample_0841_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0841_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0841,train\crops\sample_0841_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0841_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0841_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0841,train\crops\sample_0841_crop.nii.gz,train\crops\sample_0841_crop_label.nii.gz,train\dist_fields\sample_0841_distance_field_crop.nii.gz,0
sample_0839,train\crops\sample_0839_crop_warp_outlier.nii.gz,train\crops\sample_0839_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0839_distance_field_crop_warp_outlier.nii.gz,3
sample_0839,train\crops\sample_0839_crop_sphere_outlier_water.nii.gz,train\crops\sample_0839_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0839_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0839,train\crops\sample_0839_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0839_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0839_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0839,train\crops\sample_0839_crop.nii.gz,train\crops\sample_0839_crop_label.nii.gz,train\dist_fields\sample_0839_distance_field_crop.nii.gz,0
sample_0836,train\crops\sample_0836_crop_warp_outlier.nii.gz,train\crops\sample_0836_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0836_distance_field_crop_warp_outlier.nii.gz,3
sample_0836,train\crops\sample_0836_crop_sphere_outlier_water.nii.gz,train\crops\sample_0836_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0836_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0836,train\crops\sample_0836_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0836_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0836_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0836,train\crops\sample_0836_crop.nii.gz,train\crops\sample_0836_crop_label.nii.gz,train\dist_fields\sample_0836_distance_field_crop.nii.gz,0
sample_0835,train\crops\sample_0835_crop_warp_outlier.nii.gz,train\crops\sample_0835_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0835_distance_field_crop_warp_outlier.nii.gz,3
sample_0835,train\crops\sample_0835_crop_sphere_outlier_water.nii.gz,train\crops\sample_0835_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0835_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0835,train\crops\sample_0835_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0835_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0835_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0835,train\crops\sample_0835_crop.nii.gz,train\crops\sample_0835_crop_label.nii.gz,train\dist_fields\sample_0835_distance_field_crop.nii.gz,0
sample_0834,train\crops\sample_0834_crop_warp_outlier.nii.gz,train\crops\sample_0834_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0834_distance_field_crop_warp_outlier.nii.gz,3
sample_0834,train\crops\sample_0834_crop_sphere_outlier_water.nii.gz,train\crops\sample_0834_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0834_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0834,train\crops\sample_0834_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0834_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0834_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0834,train\crops\sample_0834_crop.nii.gz,train\crops\sample_0834_crop_label.nii.gz,train\dist_fields\sample_0834_distance_field_crop.nii.gz,0
sample_0831,train\crops\sample_0831_crop_warp_outlier.nii.gz,train\crops\sample_0831_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0831_distance_field_crop_warp_outlier.nii.gz,3
sample_0831,train\crops\sample_0831_crop_sphere_outlier_water.nii.gz,train\crops\sample_0831_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0831_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0831,train\crops\sample_0831_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0831_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0831_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0831,train\crops\sample_0831_crop.nii.gz,train\crops\sample_0831_crop_label.nii.gz,train\dist_fields\sample_0831_distance_field_crop.nii.gz,0
sample_0829,train\crops\sample_0829_crop_warp_outlier.nii.gz,train\crops\sample_0829_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0829_distance_field_crop_warp_outlier.nii.gz,3
sample_0829,train\crops\sample_0829_crop_sphere_outlier_water.nii.gz,train\crops\sample_0829_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0829_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0829,train\crops\sample_0829_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0829_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0829_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0829,train\crops\sample_0829_crop.nii.gz,train\crops\sample_0829_crop_label.nii.gz,train\dist_fields\sample_0829_distance_field_crop.nii.gz,0
sample_0828,train\crops\sample_0828_crop_warp_outlier.nii.gz,train\crops\sample_0828_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0828_distance_field_crop_warp_outlier.nii.gz,3
sample_0828,train\crops\sample_0828_crop_sphere_outlier_water.nii.gz,train\crops\sample_0828_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0828_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0828,train\crops\sample_0828_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0828_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0828_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0828,train\crops\sample_0828_crop.nii.gz,train\crops\sample_0828_crop_label.nii.gz,train\dist_fields\sample_0828_distance_field_crop.nii.gz,0
sample_0827,train\crops\sample_0827_crop_warp_outlier.nii.gz,train\crops\sample_0827_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0827_distance_field_crop_warp_outlier.nii.gz,3
sample_0827,train\crops\sample_0827_crop_sphere_outlier_water.nii.gz,train\crops\sample_0827_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0827_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0827,train\crops\sample_0827_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0827_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0827_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0827,train\crops\sample_0827_crop.nii.gz,train\crops\sample_0827_crop_label.nii.gz,train\dist_fields\sample_0827_distance_field_crop.nii.gz,0
sample_0825,train\crops\sample_0825_crop_warp_outlier.nii.gz,train\crops\sample_0825_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0825_distance_field_crop_warp_outlier.nii.gz,3
sample_0825,train\crops\sample_0825_crop_sphere_outlier_water.nii.gz,train\crops\sample_0825_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0825_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0825,train\crops\sample_0825_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0825_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0825_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0825,train\crops\sample_0825_crop.nii.gz,train\crops\sample_0825_crop_label.nii.gz,train\dist_fields\sample_0825_distance_field_crop.nii.gz,0
sample_0823,train\crops\sample_0823_crop_warp_outlier.nii.gz,train\crops\sample_0823_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0823_distance_field_crop_warp_outlier.nii.gz,3
sample_0823,train\crops\sample_0823_crop_sphere_outlier_water.nii.gz,train\crops\sample_0823_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0823_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0823,train\crops\sample_0823_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0823_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0823_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0823,train\crops\sample_0823_crop.nii.gz,train\crops\sample_0823_crop_label.nii.gz,train\dist_fields\sample_0823_distance_field_crop.nii.gz,0
sample_0821,train\crops\sample_0821_crop_warp_outlier.nii.gz,train\crops\sample_0821_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0821_distance_field_crop_warp_outlier.nii.gz,3
sample_0821,train\crops\sample_0821_crop_sphere_outlier_water.nii.gz,train\crops\sample_0821_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0821_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0821,train\crops\sample_0821_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0821_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0821_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0821,train\crops\sample_0821_crop.nii.gz,train\crops\sample_0821_crop_label.nii.gz,train\dist_fields\sample_0821_distance_field_crop.nii.gz,0
sample_0819,train\crops\sample_0819_crop_warp_outlier.nii.gz,train\crops\sample_0819_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0819_distance_field_crop_warp_outlier.nii.gz,3
sample_0819,train\crops\sample_0819_crop_sphere_outlier_water.nii.gz,train\crops\sample_0819_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0819_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0819,train\crops\sample_0819_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0819_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0819_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0819,train\crops\sample_0819_crop.nii.gz,train\crops\sample_0819_crop_label.nii.gz,train\dist_fields\sample_0819_distance_field_crop.nii.gz,0
sample_0816,train\crops\sample_0816_crop_warp_outlier.nii.gz,train\crops\sample_0816_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0816_distance_field_crop_warp_outlier.nii.gz,3
sample_0816,train\crops\sample_0816_crop_sphere_outlier_water.nii.gz,train\crops\sample_0816_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0816_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0816,train\crops\sample_0816_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0816_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0816_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0816,train\crops\sample_0816_crop.nii.gz,train\crops\sample_0816_crop_label.nii.gz,train\dist_fields\sample_0816_distance_field_crop.nii.gz,0
sample_0815,train\crops\sample_0815_crop_warp_outlier.nii.gz,train\crops\sample_0815_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0815_distance_field_crop_warp_outlier.nii.gz,3
sample_0815,train\crops\sample_0815_crop_sphere_outlier_water.nii.gz,train\crops\sample_0815_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0815_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0815,train\crops\sample_0815_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0815_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0815_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0815,train\crops\sample_0815_crop.nii.gz,train\crops\sample_0815_crop_label.nii.gz,train\dist_fields\sample_0815_distance_field_crop.nii.gz,0
sample_0814,train\crops\sample_0814_crop_warp_outlier.nii.gz,train\crops\sample_0814_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0814_distance_field_crop_warp_outlier.nii.gz,3
sample_0814,train\crops\sample_0814_crop_sphere_outlier_water.nii.gz,train\crops\sample_0814_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0814_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0814,train\crops\sample_0814_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0814_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0814_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0814,train\crops\sample_0814_crop.nii.gz,train\crops\sample_0814_crop_label.nii.gz,train\dist_fields\sample_0814_distance_field_crop.nii.gz,0
sample_0812,train\crops\sample_0812_crop_warp_outlier.nii.gz,train\crops\sample_0812_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0812_distance_field_crop_warp_outlier.nii.gz,3
sample_0812,train\crops\sample_0812_crop_sphere_outlier_water.nii.gz,train\crops\sample_0812_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0812_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0812,train\crops\sample_0812_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0812_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0812_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0812,train\crops\sample_0812_crop.nii.gz,train\crops\sample_0812_crop_label.nii.gz,train\dist_fields\sample_0812_distance_field_crop.nii.gz,0
sample_0810,train\crops\sample_0810_crop_warp_outlier.nii.gz,train\crops\sample_0810_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0810_distance_field_crop_warp_outlier.nii.gz,3
sample_0810,train\crops\sample_0810_crop_sphere_outlier_water.nii.gz,train\crops\sample_0810_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0810_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0810,train\crops\sample_0810_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0810_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0810_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0810,train\crops\sample_0810_crop.nii.gz,train\crops\sample_0810_crop_label.nii.gz,train\dist_fields\sample_0810_distance_field_crop.nii.gz,0
sample_0809,train\crops\sample_0809_crop_warp_outlier.nii.gz,train\crops\sample_0809_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0809_distance_field_crop_warp_outlier.nii.gz,3
sample_0809,train\crops\sample_0809_crop_sphere_outlier_water.nii.gz,train\crops\sample_0809_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0809_distance_field_crop_sphere_outlier_water.nii.gz,2
